DATA;PDV; FANTASIA ;MODALIDADE;POPULAR;CDC;APROVADAS;NEGADAS;RESTRICOES;PENDENTE;CANCELADAS;PRÉ CADASTRO;TOTAL
03/06/2025;93489; CELULARES ;CDC;0;R$ 0,00;0;0;1;0;0;0;1
04/06/2025;93513; SUPERMERCADO BAHIA - CENTRO ;POPULAR;0;R$ 0,00;0;0;0;0;0;0;0
06/01/2025;88294; SHOW DE NOVIDADES ;CDC;0;R$ 5.563,71;3;22;9;0;0;0;34
13/01/2025;88499; SAO JOSE- FILIAL 2 ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
15/01/2025;88589; RICARDO APPLE ;CDC;0;R$ 4.174,77;2;3;4;0;0;3;12
20/01/2025;88670; KAIROS PECAS E MOTORES ;CDC;0;R$ 10.518,09;1;0;1;0;0;1;3
20/01/2025;88676; CELUTEC STORE ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
29/01/2025;88896; CONTINENTAL ACESSORIOS ELETRONICOS VARIEDADES ;CDC;0;R$ 0,00;0;1;1;0;0;0;2
26/02/2025;89623; MPCELL ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
01/04/2025;90446; BOB CELL ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
02/04/2025;90504; DA HORA MOVEIS ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
05/05/2025;92625; DANIEL RAMOS CELULARES ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
05/05/2025;92634; ARIAUTO PECAS ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
06/05/2025;92665; CENTRAL INFORMATICA - CENTRO ;CDC;0;R$ 0,00;0;1;0;0;0;0;1
07/05/2025;92698; RONECELL ;CDC;0;R$ 0,00;0;1;0;0;0;0;1
15/05/2025;92937; FC SMART ;CDC;0;R$ 2.234,43;1;4;6;0;0;3;14
19/05/2025;92988; SOS CELULARES - COROMANDEL ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
23/05/2025;93127; CONEXAO CELULARES & ACESSORIOS ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
04/01/2024;75696; MEGACEL CELULARES E ACESSORIOS ;CDC;0;R$ 4.467,37;2;0;1;0;0;2;5
04/01/2024;75697; OFICINA DO CELULAR - PR ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
05/01/2024;75715; MAXCELL - PR ;CDC;0;R$ 11.991,97;3;6;9;0;0;0;18
08/01/2024;75754; LUA DOIS SEX SHOP ;POPULAR;0;R$ 0,00;0;0;0;0;0;0;0
18/01/2024;75943; MANOEL MAGAZINE ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
19/01/2024;76013; THIAGO ACESSORIOS ELETRONICOS E CELULAR ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
25/01/2024;76170; MULTI DROGAS ;POPULAR;0;R$ 0,00;0;0;0;0;0;0;0
26/01/2024;76201; HAJA IMPORTS ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
26/01/2024;76153; RAFA OTT MATERIAIS DE CONSTRUCAO ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
30/01/2024;76283; LUX ELETRONICOS ;CDC;0;R$ 2.979,25;2;3;2;0;1;0;8
01/02/2024;76334; MSC SOFT ;CDC;0;R$ 2.863,02;2;1;1;0;0;0;4
01/02/2024;76346; NOVA CELL - SP ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
01/02/2024;76361; TELENEW CELULARES E ACESSORIOS ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
02/02/2024;76375; SUBTIL FERRAMENTAS ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
02/02/2024;76380; MASTER CELL JA ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
02/02/2024;76383; PCELL ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
05/02/2024;76424; SUPER MARTINS ;POPULAR;0;R$ 0,00;0;0;0;0;0;0;0
06/02/2024;76367; SHOPCELL - SP ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
06/02/2024;76452; BICICLETARIA CAETE ;CDC;0;R$ 4.397,43;1;1;4;0;0;0;6
06/02/2024;76454; MULTICOMERCIAL ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
07/02/2024;76492; SUPER VAREJAO E MERCEARIA SABORES ;POPULAR;0;R$ 0,00;0;0;0;0;0;0;0
08/02/2024;76553; MARANHAO MOTOS ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
08/02/2024;76526; COMERCIAL COMPRE BEM ;POPULAR;0;R$ 0,00;0;0;1;0;0;0;1
08/02/2024;76523; SUPER MIX SUPERMERCADO ;POPULAR;0;R$ 0,00;0;0;0;0;0;0;0
14/02/2024;76686; CELESTE VARIEDADES ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
15/02/2024;76703; LUXURIA MOTO PEÇAS ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
16/02/2024;76733; JUNIOR ELETROS ;CDC;0;R$ 0,00;0;3;2;0;0;0;5
16/02/2024;76738; PEDONE MOVEIS E ELETROS DOMESTICO ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
22/02/2024;76899; CASA SAO PEDRO ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
23/02/2024;76909; MOVEIS CURIUVA ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
23/02/2024;76929; VILLAS BOAS ;POPULAR;0;R$ 0,00;0;0;0;0;0;0;0
26/02/2024;76954; TK INFORMATICA ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
27/02/2024;76980; SOS CELULARES ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
27/02/2024;77004; RAIFF ACESSORIOS ;CDC;0;R$ 7.183,88;3;12;21;0;0;11;47
27/02/2024;77003; SERRALHERIA NOVA GERACAO ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
28/02/2024;77029; DJ MOTOS - SAPOPEMA ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
29/02/2024;77073; TAQUARI BIKE SHOP ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
29/02/2024;77074; CELULAR PONTO COM ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
01/03/2024;77097; CASA FORTE - SAO JERONIMO DA SERRA ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
01/03/2024;77113; SUPERMERCADO SAO PEDRO - SAPOPEMA ;POPULAR;0;R$ 0,00;0;0;0;0;0;0;0
04/03/2024;76881; SILVERIO ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
04/03/2024;77118; CASA FORTE - NOVA SANTA BARBARA ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
05/03/2024;77157; ASTRAL ELETROMOVEIS ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
05/03/2024;77158; ASTRAL ELETROMOVEIS - SAPOPEMA ;CDC;0;R$ 0,00;0;1;0;0;0;0;1
06/03/2024;77204; MOVEIS DOCE LAR ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
07/03/2024;77241; SUPERMERCADO CENTRAL - SAPOMEMA ;POPULAR;0;R$ 0,00;0;0;0;0;0;0;0
15/03/2024;77442; CONEXAO ACESSORIOS ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
18/03/2024;77467; CISSA ELETRO INFO ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
19/03/2024;77496; MAQ SERRA ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
19/03/2024;77502; SELFCELL ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
21/03/2024;77547; MIDIA CELL ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
22/03/2024;77590; OFICINA DO CELULAR - TELEMACO BORBA ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
25/03/2024;77608; SUPERMERCADO TILAPIA ;POPULAR;0;R$ 0,00;0;0;0;0;0;0;0
25/03/2024;77610; NENO CELULARES ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
25/03/2024;77636; KING CASE ;CDC;0;R$ 5.307,62;1;16;12;0;0;8;37
26/03/2024;77660; MCELL - CENTRO ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
27/03/2024;77696; XIAOMI STORE - VILA ATHAIDE ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
27/03/2024;77711; MASTERTECH ;CDC;0;R$ 0,00;0;3;7;0;0;1;11
27/03/2024;77715; NEXCELL ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
28/03/2024;77726; MERCADO RAIZER - JARDIM ITALIA ;POPULAR;0;R$ 0,00;0;0;0;0;0;0;0
28/03/2024;77751; MERCADO RAIZER ;POPULAR;0;R$ 0,00;0;0;0;0;0;0;0
28/03/2024;77761; CELL COM ;CDC;0;R$ 1.427,25;1;1;1;0;0;0;3
01/04/2024;77791; MERCADO SILVA - JARDIM ALEGRE ;POPULAR;0;R$ 0,00;0;0;0;0;0;0;0
01/04/2024;77800; LOJA MULTI GIOVANE MOVEIS ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
08/04/2024;77928; MARCELO ASSISTENCIA TECNICA ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
09/04/2024;77971; MANU PRESENTES - TELEMACO BORBA ;POPULAR;0;R$ 0,00;0;0;0;0;0;0;0
10/04/2024;77999; LOJA VEM QUE TEM ;POPULAR;0;R$ 0,00;0;0;0;0;0;0;0
10/04/2024;78003; DENTALCLIN ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
10/04/2024;78008; DCOR MOVEIS ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
11/04/2024;78032; RBTEC ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
15/04/2024;78090; CENTER CELL ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
17/04/2024;78165; KLAUDYO CELULARES ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
19/04/2024;78252; TANAZIOS MATERIAIS PARA CONSTRUÇÃO ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
23/04/2024;78320; ISHI CELL ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
24/04/2024;78357; CASA BRASIL ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
26/04/2024;78424; BLESS CELULARES ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
26/04/2024;78446; MICROPALM INFORMATICA ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
30/04/2024;78524; BELO LAR - CARAMBEI ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
03/05/2024;78582; RODRIGO ELETRO - SERRA NEGRA ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
06/05/2024;78647; FARMA PRADO ;POPULAR;0;R$ 0,00;0;0;0;0;0;0;0
06/05/2024;78658; PANTCHO CELL ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
13/05/2024;78813; HELIO MODAS ;POPULAR;0;R$ 0,00;0;0;0;0;0;0;0
13/05/2024;78817; FERNANDO CONSTRUCOES ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
14/05/2024;78831; SUPERMERCADO NAVEGANTES ;POPULAR;0;R$ 0,00;0;0;0;0;0;0;0
15/05/2024;78965; EDUHCELL ;CDC;0;R$ 0,00;1;3;1;0;0;0;5
15/05/2024;78963; MATERIAIS PARA CONSTRUCAO COMPRE BEM ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
16/05/2024;78985; INOVAR ELETRO ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
21/05/2024;79088; SUPEMERCADO CARAJAS ;POPULAR;0;R$ 0,00;0;0;0;0;0;0;0
21/05/2024;79091; OTICA VISAO - MANOEL RIBAS ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
21/05/2024;79102; MPCELL.COM ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
21/05/2024;79111; SEV7N CELL ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
22/05/2024;79143; ELETRO STORE ;CDC;0;R$ 0,00;0;0;1;0;0;1;2
27/05/2024;79215; PANCINI CELULARES ;CDC;0;R$ 3.838,61;0;2;3;0;0;2;7
31/05/2024;79315; H M G ELETRO ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
04/06/2024;79354; ZAM BRASIL ;POPULAR;0;R$ 0,00;0;0;0;0;0;0;0
05/06/2024;79389; JHC ACESSORIOS ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
05/06/2024;79390; F L CONSTRUCOES ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
11/06/2024;79502; GORDINHO IMPORTS CELULARES E ACESSORIOS ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
12/06/2024;79557; ARROBA CELULAR ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
14/06/2024;82613; CREDIARIO FACILITA ;CDC;0;R$ 0,00;0;2;2;0;0;0;4
14/06/2024;82642; BRYAN AUTO CENTER ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
17/06/2024;82673; SMART SENIOR ;CDC;0;R$ 0,00;0;4;4;0;0;0;8
18/06/2024;82695; LIDER CELULARES - ENTRONCAMENTO ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
19/06/2024;82733; ANA LINK ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
20/06/2024;82772; MARCELO CELULARES ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
20/06/2024;82773; DROGARIA MEGAFARMA - CAPUAVA ;POPULAR;0;R$ 0,00;0;0;0;0;0;0;0
24/06/2024;82830; CRK CELULAR ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
24/06/2024;82822; PONTO DA CARNE ;POPULAR;0;R$ 0,00;0;0;0;0;0;0;0
25/06/2024;82852; ASSUNCAO MOVEIS - MARABA ;CDC;0;R$ 2.783,18;1;3;9;0;0;1;14
26/06/2024;82874; LOJAS A CREDINORTE ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
27/06/2024;82920; FENIX CELULARES - CENTRO ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
27/06/2024;82936; OTICA NOVA IPIXUNA ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
27/06/2024;82940; IMPACTO CELULARES ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
28/06/2024;82946; POINT CELL - CENTRO ;CDC;0;R$ 1.816,50;1;0;1;0;0;1;3
28/06/2024;82960; TECK CELL ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
01/07/2024;83026; COMPUTEC INFORMATICA ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
01/07/2024;83002; COMERCIAL BORGES ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
02/07/2024;83050; SMART CASES ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
03/07/2024;83065; LYDER CELULARES ;CDC;0;R$ 0,00;0;1;0;0;0;0;1
03/07/2024;83080; HORIZON PLAY ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
04/07/2024;83100; MUNDO DOS ELETRONICOS ;CDC;0;R$ 0,00;0;2;0;0;0;0;2
05/07/2024;83115; OTICA PREMIUM-IPIXUNA DO PARA ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
08/07/2024;83151; V&V ELETRONICOS ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
08/07/2024;83165; L&M PNEU CAR CENTRO AUTOMOTIVO ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
09/07/2024;83171; SUPERMERCADO RAVANA ;POPULAR;0;R$ 0,00;0;0;0;0;0;0;0
09/07/2024;83177; R R CELULARES ;CDC;0;R$ 0,00;0;1;0;0;0;0;1
11/07/2024;83275; TENIS STYLE ;POPULAR;0;R$ 0,00;0;0;0;0;0;0;0
11/07/2024;83279; BELLA MODAS - ALVORADA ;POPULAR;0;R$ 0,00;0;0;0;0;0;0;0
11/07/2024;83289; ISSYS MAGAZINE ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
12/07/2024;83303; COMERCIAL DO BICO ;POPULAR;0;R$ 0,00;0;0;0;0;0;0;0
15/07/2024;83329; SMART ROSS ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
15/07/2024;83355; MACHADO MOVEIS ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
15/07/2024;83356; MANGUEIRAO MATERIAL DE CONSTRUCAO ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
16/07/2024;83419; S.O.S CELULARES, ACESSORIOS E ASSISTENCIA TECNICA ;CDC;0;R$ 0,00;0;0;0;0;0;0;0
